ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"Madrid","220.676","364.122","60,6%","8.744","703.323","1,7%","30.750","4,4%","51.223","972.783","5,3%","110.618","2.513.737","4,4%","13.184","479.716","2,7%","51","135.861","0,0%","435.246","5.695.623","7,6%","2021-04-12T22:00:00.000Z"
"Madrid","221.991","364.122","61,0%","8.888","703.323","1,7%","30.987","4,4%","51.410","972.783","5,3%","111.013","2.513.737","4,4%","13.538","479.716","2,8%","52","135.861","0,0%","437.879","5.695.623","7,7%","2021-04-13T22:00:00.000Z"
"Madrid","223.639","364.122","61,4%","9.012","703.323","1,7%","31.184","4,4%","51.584","972.783","5,3%","111.302","2.513.737","4,4%","13.678","479.716","2,9%","52","135.861","0,0%","440.451","5.695.623","7,7%","2021-04-14T22:00:00.000Z"
"Madrid","224.409","364.122","61,6%","9.154","703.323","1,7%","31.423","4,5%","51.880","972.783","5,3%","111.899","2.513.737","4,5%","13.822","479.716","2,9%","55","135.861","0,0%","442.642","5.695.623","7,8%","2021-04-15T22:00:00.000Z"
"Madrid","233.603","364.122","64,2%","9.538","703.323","1,8%","31.530","4,5%","51.955","972.783","5,3%","112.035","2.513.737","4,5%","13.858","479.716","2,9%","56","135.861","0,0%","452.575","5.695.623","7,9%","2021-04-18T22:00:00.000Z"
"Madrid","237.535","364.122","65,2%","9.900","703.323","1,9%","31.679","4,5%","52.013","972.783","5,3%","112.143","2.513.737","4,5%","13.900","479.716","2,9%","62","135.861","0,0%","457.232","5.695.623","8,0%","2021-04-19T22:00:00.000Z"
"Madrid","242.496","364.122","66,6%","10.365","703.323","2,0%","31.856","4,5%","52.081","972.783","5,4%","112.302","2.513.737","4,5%","13.930","479.716","2,9%","69","135.861","0,1%","463.099","5.695.623","8,1%","2021-04-20T22:00:00.000Z"
"Madrid","244.035","364.122","67,0%","10.523","703.323","2,0%","31.955","4,5%","52.137","972.783","5,4%","112.386","2.513.737","4,5%","13.944","479.716","2,9%","72","135.861","0,1%","465.052","5.695.623","8,2%","2021-04-21T22:00:00.000Z"
"Madrid","244.625","364.122","67,2%","10.592","703.323","2,0%","32.004","4,6%","52.170","972.783","5,4%","112.463","2.513.737","4,5%","13.954","479.716","2,9%","72","135.861","0,1%","465.880","5.695.623","8,2%","2021-04-22T22:00:00.000Z"
"Madrid","246.682","364.122","67,7%","13.992","703.323","2,7%","32.060","4,6%","52.208","972.783","5,4%","112.521","2.513.737","4,5%","13.971","479.716","2,9%","73","135.861","0,1%","471.507","5.695.623","8,3%","2021-04-25T22:00:00.000Z"
"Madrid","251.033","364.122","68,9%","14.413","703.323","2,7%","32.148","4,6%","52.240","972.783","5,4%","112.593","2.513.737","4,5%","13.990","479.716","2,9%","79","135.861","0,1%","476.496","5.695.623","8,4%","2021-04-26T22:00:00.000Z"
"Madrid","261.634","364.122","71,9%","15.907","703.323","3,0%","32.345","4,6%","52.340","972.783","5,4%","112.805","2.513.737","4,5%","14.064","479.716","2,9%","84","135.861","0,1%","489.179","5.695.623","8,6%","2021-04-27T22:00:00.000Z"
"Madrid","275.380","364.122","75,6%","21.425","703.323","4,1%","32.590","4,6%","52.434","972.783","5,4%","113.017","2.513.737","4,5%","14.108","479.716","2,9%","94","135.861","0,1%","509.048","5.695.623","8,9%","2021-04-28T22:00:00.000Z"
"Madrid","275.398","364.122","75,6%","21.429","703.323","4,1%","32.591","4,6%","52.435","972.783","5,4%","113.015","2.513.737","4,5%","14.108","479.716","2,9%","94","135.861","0,1%","509.070","5.695.623","8,9%","2021-04-29T22:00:00.000Z"
"Madrid","309.512","364.122","85,0%","53.323","703.323","10,1%","54.453","7,7%","52.691","972.783","5,4%","113.484","2.513.737","4,5%","14.170","479.716","3,0%","118","135.861","0,1%","597.751","5.695.623","10,5%","2021-05-02T22:00:00.000Z"
"Madrid","309.516","364.122","85,0%","56.848","703.323","10,8%","54.482","7,7%","52.701","972.783","5,4%","113.494","2.513.737","4,5%","14.172","479.716","3,0%","120","135.861","0,1%","601.333","5.695.623","10,6%","2021-05-03T22:00:00.000Z"
"Madrid","321.510","364.122","88,3%","70.846","703.323","13,5%","54.719","7,8%","52.794","972.783","5,4%","113.670","2.513.737","4,5%","14.201","479.716","3,0%","126","135.861","0,1%","627.866","5.695.623","11,0%","2021-05-04T22:00:00.000Z"
"Madrid","333.659","364.122","91,6%","91.741","703.323","17,4%","55.022","7,8%","52.942","972.783","5,4%","114.039","2.513.737","4,5%","14.275","479.716","3,0%","134","135.861","0,1%","661.812","5.695.623","11,6%","2021-05-05T22:00:00.000Z"
"Madrid","340.380","364.122","93,5%","114.634","703.323","21,8%","55.337","7,9%","53.187","972.783","5,5%","114.523","2.513.737","4,6%","14.364","479.716","3,0%","137","135.861","0,1%","692.562","5.695.623","12,2%","2021-05-06T22:00:00.000Z"
"Madrid","345.902","364.122","95,0%","151.768","703.323","28,8%","56.033","8,0%","53.524","972.783","5,5%","115.045","2.513.737","4,6%","14.459","479.716","3,0%","143","135.861","0,1%","736.874","5.695.623","12,9%","2021-05-09T22:00:00.000Z"
"Madrid","348.439","364.122","95,7%","178.370","703.323","33,9%","56.460","8,0%","53.878","972.783","5,5%","115.569","2.513.737","4,6%","14.529","479.716","3,0%","156","135.861","0,1%","767.401","5.695.623","13,5%","2021-05-10T22:00:00.000Z"
"Madrid","350.416","364.122","96,2%","204.843","703.323","38,9%","56.971","8,1%","54.275","972.783","5,6%","116.183","2.513.737","4,6%","14.613","479.716","3,0%","164","135.861","0,1%","797.465","5.695.623","14,0%","2021-05-11T22:00:00.000Z"
"Madrid","351.838","364.122","96,6%","231.104","703.323","43,9%","57.656","8,2%","54.857","972.783","5,6%","117.129","2.513.737","4,7%","14.741","479.716","3,1%","172","135.861","0,1%","827.497","5.695.623","14,5%","2021-05-12T22:00:00.000Z"
"Madrid","352.840","364.122","96,9%","254.850","703.323","48,4%","58.303","8,3%","55.406","972.783","5,7%","117.780","2.513.737","4,7%","14.828","479.716","3,1%","185","135.861","0,1%","854.192","5.695.623","15,0%","2021-05-13T22:00:00.000Z"
"Madrid","354.978","364.122","97,5%","295.032","703.323","56,1%","59.614","8,5%","56.307","972.783","5,8%","119.057","2.513.737","4,7%","14.987","479.716","3,1%","197","135.861","0,1%","900.172","5.695.623","15,8%","2021-05-16T22:00:00.000Z"
"Madrid","355.876","364.122","97,7%","318.653","703.323","60,6%","60.520","8,6%","57.161","972.783","5,9%","119.953","2.513.737","4,8%","15.101","479.716","3,1%","203","135.861","0,1%","927.467","5.695.623","16,3%","2021-05-17T22:00:00.000Z"
"Madrid","356.789","364.122","98,0%","349.613","703.323","66,5%","61.830","8,8%","58.332","972.783","6,0%","121.088","2.513.737","4,8%","15.247","479.716","3,2%","221","135.861","0,2%","963.120","5.695.623","16,9%","2021-05-18T22:00:00.000Z"
"Madrid","357.490","364.122","98,2%","373.826","703.323","71,1%","63.958","9,1%","59.282","972.783","6,1%","121.925","2.513.737","4,9%","15.414","479.716","3,2%","226","135.861","0,2%","992.121","5.695.623","17,4%","2021-05-19T22:00:00.000Z"
"Madrid","358.178","364.122","98,4%","393.390","703.323","74,8%","67.543","9,6%","60.603","972.783","6,2%","123.084","2.513.737","4,9%","15.540","479.716","3,2%","236","135.861","0,2%","1.018.574","5.695.623","17,9%","2021-05-20T22:00:00.000Z"
"Madrid","358.840","364.122","98,5%","425.123","703.323","80,8%","73.075","10,4%","83.890","972.783","8,6%","124.479","2.513.737","5,0%","15.660","479.716","3,3%","244","135.861","0,2%","1.081.311","5.695.623","19,0%","2021-05-23T22:00:00.000Z"
"Madrid","359.138","364.122","98,6%","436.625","703.323","83,0%","76.272","10,8%","84.571","972.783","8,7%","125.236","2.513.737","5,0%","15.703","479.716","3,3%","245","135.861","0,2%","1.097.790","5.695.623","19,3%","2021-05-24T22:00:00.000Z"
"Madrid","359.471","364.122","98,7%","445.946","703.323","84,8%","84.796","12,1%","85.380","972.783","8,8%","126.131","2.513.737","5,0%","15.808","479.716","3,3%","257","135.861","0,2%","1.117.789","5.695.623","19,6%","2021-05-25T22:00:00.000Z"
"Madrid","359.808","364.122","98,8%","452.505","703.323","86,0%","96.086","13,7%","87.457","972.783","9,0%","127.108","2.513.737","5,1%","15.942","479.716","3,3%","265","135.861","0,2%","1.139.171","5.695.623","20,0%","2021-05-26T22:00:00.000Z"
"Madrid","360.154","364.122","98,9%","459.445","703.323","87,3%","99.787","14,2%","100.847","972.783","10,4%","128.277","2.513.737","5,1%","16.141","479.716","3,4%","277","135.861","0,2%","1.164.928","5.695.623","20,5%","2021-05-27T22:00:00.000Z"
"Madrid","360.493","364.122","99,0%","464.189","703.323","88,2%","103.715","14,7%","126.407","972.783","13,0%","129.158","2.513.737","5,1%","16.264","479.716","3,4%","287","135.861","0,2%","1.200.513","5.695.623","21,1%","2021-05-30T22:00:00.000Z"
"Madrid","360.745","364.122","99,1%","466.031","703.323","88,6%","107.554","15,3%","142.143","972.783","14,6%","134.079","2.513.737","5,3%","16.438","479.716","3,4%","296","135.861","0,2%","1.227.286","5.695.623","21,5%","2021-05-31T22:00:00.000Z"
"Madrid","361.037","364.122","99,2%","468.953","703.323","89,1%","110.945","15,8%","155.082","972.783","15,9%","141.219","2.513.737","5,6%","16.726","479.716","3,5%","312","135.861","0,2%","1.254.274","5.695.623","22,0%","2021-06-01T22:00:00.000Z"
"Madrid","361.337","364.122","99,2%","471.522","703.323","89,6%","113.212","16,1%","171.372","972.783","17,6%","149.418","2.513.737","5,9%","17.060","479.716","3,6%","315","135.861","0,2%","1.284.236","5.695.623","22,5%","2021-06-02T22:00:00.000Z"
"Madrid","369.438","100,0%","501.033","95,2%","67,4%","90,5%","655.855","154.669","13,3%","171.574","12,7%","32.840","6,8%","464","0,3%","2.522.228","5.695.623","44,3%",,,,,,"2021-06-03T22:00:00.000Z"
"Murcia","32.677","69.771","46,8%","2.214","146.909","2,2%","7.346","5,0%","13.654","213.256","6,4%","27.191","551.265","4,9%","2.479","118.667","2,1%","94","34.712","0,3%","85.655","1.237.479","6,9%","2021-03-30T22:00:00.000Z"
"Murcia","34.708","69.771","49,7%","2.255","146.909","2,2%","7.391","5,0%","13.715","213.256","6,4%","27.310","551.265","5,0%","2.484","118.667","2,1%","95","34.712","0,3%","87.958","1.237.479","7,1%","2021-03-31T22:00:00.000Z"
"Murcia","37.088","69.771","53,2%","2.328","146.909","2,3%","7.401","5,0%","13.730","213.256","6,4%","27.325","551.265","5,0%","2.485","118.667","2,1%","95","34.712","0,3%","90.452","1.237.479","7,3%","2021-04-02T22:00:00.000Z"
"Murcia","37.090","69.771","53,2%","2.330","146.909","2,3%","7.402","5,0%","13.730","213.256","6,4%","27.326","551.265","5,0%","2.485","118.667","2,1%","95","34.712","0,3%","90.458","1.237.479","7,3%","2021-04-04T22:00:00.000Z"
"Murcia","37.414","69.771","53,6%","2.337","146.909","2,3%","7.411","5,0%","13.738","213.256","6,4%","27.351","551.265","5,0%","2.490","118.667","2,1%","95","34.712","0,3%","90.836","1.237.479","7,3%","2021-04-05T22:00:00.000Z"
"Murcia","37.423","69.771","53,6%","2.337","146.909","2,3%","7.413","5,0%","13.740","213.256","6,4%","27.362","551.265","5,0%","2.490","118.667","2,1%","95","34.712","0,3%","90.860","1.237.479","7,3%","2021-04-06T22:00:00.000Z"
"Murcia","40.746","69.771","58,4%","2.512","146.909","2,4%","7.453","5,1%","13.783","213.256","6,5%","27.422","551.265","5,0%","2.496","118.667","2,1%","95","34.712","0,3%","94.507","1.237.479","7,6%","2021-04-07T22:00:00.000Z"
"Murcia","44.656","69.771","64,0%","2.703","146.909","2,6%","7.481","5,1%","13.830","213.256","6,5%","27.469","551.265","5,0%","2.504","118.667","2,1%","97","34.712","0,3%","98.740","1.237.479","8,0%","2021-04-08T22:00:00.000Z"
"Murcia","45.265","69.771","64,9%","2.735","146.909","2,7%","7.484","5,1%","13.835","213.256","6,5%","27.482","551.265","5,0%","2.508","118.667","2,1%","97","34.712","0,3%","99.406","1.237.479","8,0%","2021-04-11T22:00:00.000Z"
"Murcia","45.281","69.771","64,9%","2.735","146.909","2,7%","7.485","5,1%","13.834","213.256","6,5%","27.476","551.265","5,0%","2.508","118.667","2,1%","97","34.712","0,3%","99.416","1.237.479","8,0%","2021-04-12T22:00:00.000Z"
"Murcia","45.798","69.771","65,6%","2.744","146.909","2,7%","7.489","5,1%","13.844","213.256","6,5%","27.505","551.265","5,0%","2.509","118.667","2,1%","97","34.712","0,3%","99.986","1.237.479","8,1%","2021-04-13T22:00:00.000Z"
"Murcia","46.701","69.771","66,9%","2.763","146.909","2,7%","7.517","5,1%","13.872","213.256","6,5%","27.636","551.265","5,0%","2.523","118.667","2,1%","97","34.712","0,3%","101.109","1.237.479","8,2%","2021-04-14T22:00:00.000Z"
"Murcia","47.256","69.771","67,7%","2.785","146.909","2,7%","7.532","5,1%","13.892","213.256","6,5%","27.673","551.265","5,0%","2.525","118.667","2,1%","97","34.712","0,3%","101.760","1.237.479","8,2%","2021-04-15T22:00:00.000Z"
"Murcia","47.528","69.771","68,1%","2.795","146.909","2,7%","7.540","5,1%","13.909","213.256","6,5%","27.683","551.265","5,0%","2.525","118.667","2,1%","97","34.712","0,3%","102.077","1.237.479","8,2%","2021-04-18T22:00:00.000Z"
"Murcia","49.616","69.771","71,1%","2.803","146.909","2,7%","7.545","5,1%","13.918","213.256","6,5%","27.693","551.265","5,0%","2.526","118.667","2,1%","97","34.712","0,3%","104.198","1.237.479","8,4%","2021-04-19T22:00:00.000Z"
"Murcia","52.560","69.771","75,3%","2.829","146.909","2,7%","7.559","5,1%","13.931","213.256","6,5%","27.724","551.265","5,0%","2.529","118.667","2,1%","97","34.712","0,3%","107.229","1.237.479","8,7%","2021-04-20T22:00:00.000Z"
"Murcia","57.341","69.771","82,2%","2.870","146.909","2,8%","7.574","5,2%","13.944","213.256","6,5%","27.750","551.265","5,0%","2.530","118.667","2,1%","98","34.712","0,3%","112.107","1.237.479","9,1%","2021-04-21T22:00:00.000Z"
"Murcia","58.089","69.771","83,3%","2.887","146.909","2,8%","7.579","5,2%","13.947","213.256","6,5%","27.758","551.265","5,0%","2.530","118.667","2,1%","98","34.712","0,3%","112.888","1.237.479","9,1%","2021-04-22T22:00:00.000Z"
"Murcia","59.491","69.771","85,3%","2.901","146.909","2,8%","7.588","5,2%","13.961","213.256","6,5%","27.780","551.265","5,0%","2.532","118.667","2,1%","98","34.712","0,3%","114.351","1.237.479","9,2%","2021-04-25T22:00:00.000Z"
"Murcia","59.536","69.771","85,3%","2.905","146.909","2,8%","7.593","5,2%","13.976","213.256","6,6%","27.816","551.265","5,0%","2.542","118.667","2,1%","102","34.712","0,3%","114.470","1.237.479","9,3%","2021-04-26T22:00:00.000Z"
"Murcia","59.867","69.771","85,8%","4.039","146.909","3,9%","7.595","5,2%","13.982","213.256","6,6%","27.822","551.265","5,0%","2.544","118.667","2,1%","102","34.712","0,3%","115.951","1.237.479","9,4%","2021-04-27T22:00:00.000Z"
"Murcia","61.436","69.771","88,1%","4.287","146.909","4,2%","7.647","5,2%","13.994","213.256","6,6%","27.859","551.265","5,1%","2.547","118.667","2,1%","103","34.712","0,3%","117.873","1.237.479","9,5%","2021-04-28T22:00:00.000Z"
"Murcia","62.708","69.771","89,9%","4.638","146.909","4,5%","7.669","5,2%","14.002","213.256","6,6%","27.879","551.265","5,1%","2.551","118.667","2,1%","103","34.712","0,3%","119.550","1.237.479","9,7%","2021-04-29T22:00:00.000Z"
"Murcia","63.337","69.771","90,8%","7.121","146.909","6,9%","7.686","5,2%","14.013","213.256","6,6%","27.892","551.265","5,1%","2.556","118.667","2,2%","105","34.712","0,3%","122.710","1.237.479","9,9%","2021-05-02T22:00:00.000Z"
"Murcia","63.479","69.771","91,0%","8.838","146.909","8,6%","7.715","5,3%","14.017","213.256","6,6%","27.911","551.265","5,1%","2.556","118.667","2,2%","105","34.712","0,3%","124.621","1.237.479","10,1%","2021-05-03T22:00:00.000Z"
"Murcia","63.983","69.771","91,7%","11.261","146.909","10,9%","7.752","5,3%","14.030","213.256","6,6%","27.938","551.265","5,1%","2.556","118.667","2,2%","105","34.712","0,3%","127.625","1.237.479","10,3%","2021-05-04T22:00:00.000Z"
"Murcia","65.085","69.771","93,3%","13.044","146.909","12,7%","7.775","5,3%","14.045","213.256","6,6%","27.963","551.265","5,1%","2.562","118.667","2,2%","105","34.712","0,3%","130.579","1.237.479","10,6%","2021-05-05T22:00:00.000Z"
"Murcia","65.657","69.771","94,1%","18.012","146.909","17,5%","7.799","5,3%","14.064","213.256","6,6%","28.005","551.265","5,1%","2.567","118.667","2,2%","105","34.712","0,3%","136.209","1.237.479","11,0%","2021-05-06T22:00:00.000Z"
"Murcia","67.472","69.771","96,7%","29.044","146.909","28,2%","7.912","5,4%","14.078","213.256","6,6%","28.037","551.265","5,1%","2.567","118.667","2,2%","106","34.712","0,3%","149.216","1.237.479","12,1%","2021-05-09T22:00:00.000Z"
"Murcia","67.688","69.771","97,0%","33.271","146.909","32,3%","7.948","5,4%","14.086","213.256","6,6%","28.052","551.265","5,1%","2.569","118.667","2,2%","107","34.712","0,3%","153.721","1.237.479","12,4%","2021-05-10T22:00:00.000Z"
"Murcia","67.894","69.771","97,3%","41.469","146.909","40,3%","8.009","5,5%","14.107","213.256","6,6%","28.090","551.265","5,1%","2.572","118.667","2,2%","107","34.712","0,3%","162.248","1.237.479","13,1%","2021-05-11T22:00:00.000Z"
"Murcia","68.499","69.771","98,2%","48.901","146.909","47,5%","8.065","5,5%","14.135","213.256","6,6%","28.143","551.265","5,1%","2.576","118.667","2,2%","108","34.712","0,3%","170.427","1.237.479","13,8%","2021-05-12T22:00:00.000Z"
"Murcia","68.899","69.771","98,8%","54.415","146.909","52,9%","8.199","5,6%","15.715","213.256","7,4%","28.176","551.265","5,1%","2.583","118.667","2,2%","108","34.712","0,3%","178.095","1.237.479","14,4%","2021-05-13T22:00:00.000Z"
"Murcia","69.665","69.771","99,8%","64.052","146.909","62,2%","8.493","5,8%","17.493","213.256","8,2%","28.295","551.265","5,1%","2.599","118.667","2,2%","110","34.712","0,3%","190.707","1.237.479","15,4%","2021-05-16T22:00:00.000Z"
"Murcia","69.830","69.771","100,0%","66.630","146.909","64,8%","8.758","6,0%","17.502","213.256","8,2%","28.307","551.265","5,1%","2.601","118.667","2,2%","111","34.712","0,3%","193.739","1.237.479","15,7%","2021-05-17T22:00:00.000Z"
"Murcia","70.013","69.771","100,0%","72.062","146.909","70,0%","9.378","6,4%","17.535","213.256","8,2%","28.343","551.265","5,1%","2.610","118.667","2,2%","115","34.712","0,3%","200.056","1.237.479","16,2%","2021-05-18T22:00:00.000Z"
"Murcia","70.350","69.771","100,0%","77.273","146.909","75,1%","10.578","7,2%","17.604","213.256","8,3%","28.507","551.265","5,2%","2.625","118.667","2,2%","116","34.712","0,3%","207.053","1.237.479","16,7%","2021-05-19T22:00:00.000Z"
"Murcia","70.635","69.771","100,0%","81.408","146.909","79,1%","12.993","8,8%","17.651","213.256","8,3%","28.589","551.265","5,2%","2.634","118.667","2,2%","116","34.712","0,3%","214.026","1.237.479","17,3%","2021-05-20T22:00:00.000Z"
"Murcia","70.797","69.771","100,0%","84.410","146.909","82,0%","18.611","12,7%","20.773","213.256","9,7%","28.651","551.265","5,2%","2.640","118.667","2,2%","116","34.712","0,3%","225.998","1.237.479","18,3%","2021-05-23T22:00:00.000Z"
"Murcia","70.897","69.771","100,0%","85.703","146.909","83,3%","20.723","14,1%","20.817","213.256","9,8%","28.709","551.265","5,2%","2.646","118.667","2,2%","117","34.712","0,3%","229.612","1.237.479","18,6%","2021-05-24T22:00:00.000Z"
"Murcia","71.002","69.771","100,0%","86.784","146.909","84,3%","24.198","16,5%","21.796","213.256","10,2%","32.369","551.265","5,9%","3.019","118.667","2,5%","119","34.712","0,3%","239.287","1.237.479","19,3%","2021-05-25T22:00:00.000Z"
"Murcia","71.087","69.771","100,0%","88.772","146.909","86,3%","27.447","18,7%","24.430","213.256","11,5%","34.960","551.265","6,3%","3.248","118.667","2,7%","120","34.712","0,3%","250.064","1.237.479","20,2%","2021-05-26T22:00:00.000Z"
"Murcia","71.173","69.771","100,0%","90.497","146.909","87,9%","27.962","19,0%","25.355","213.256","11,9%","37.503","551.265","6,8%","4.235","118.667","3,6%","120","34.712","0,3%","256.845","1.237.479","20,8%","2021-05-27T22:00:00.000Z"
